P_S03_SerialNumber,P_S03_InvItemId,P_S03_Suvinventorycode,P_S03_Pallet,P_S03_Cage,P_S03_Tote,P_S03_ItemID,P_S03_LocatorID
2014010277,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210396,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810137,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910388,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210029,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110683,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110873,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910400,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116211034,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110927,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2029010127,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210401,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810155,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810150,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110622,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810163,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010203,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010091,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810514,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010236,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010266,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810053,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2026810248,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210544,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110867,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910005,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410358,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010029,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010451,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935110006,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010338,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116211087,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810575,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810373,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010364,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010774,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010398,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1934910691,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810330,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810517,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810261,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010321,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910241,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910236,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910072,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810289,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210937,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210159,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810446,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910011,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810458,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910224,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210462,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810294,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910019,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035310032,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810509,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810239,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110619,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810573,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1934910652,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035510040,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010349,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810066,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010362,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010296,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810187,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2026810320,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210433,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810232,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810479,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910413,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116211086,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910305,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210435,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014111460,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810457,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910289,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010626,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410230,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410357,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910281,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810547,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010779,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210350,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116211015,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810542,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810404,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010148,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110727,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910314,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110320,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810543,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810151,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810383,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810423,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010642,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810138,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010021,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210578,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810356,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035210086,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210312,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910103,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010339,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810249,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116111014,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810397,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810362,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810342,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810146,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810397,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810214,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010560,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810366,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810234,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810395,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810274,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810570,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810061,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116211091,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810186,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810494,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810359,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910020,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910414,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810344,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210002,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910325,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010196,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116211078,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116211101,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910273,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010787,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810117,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810047,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116310072,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210814,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810572,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010417,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110323,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410346,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410260,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010426,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810314,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010346,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210383,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810390,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010565,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010457,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810134,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010260,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010265,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010601,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010700,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110771,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110903,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014111442,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010202,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110344,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210919,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810092,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110976,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810592,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010515,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010143,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210355,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010490,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116310103,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010419,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810486,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010368,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010589,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010587,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810193,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210908,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010452,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810364,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2029010178,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810142,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1931710299,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210389,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910004,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910016,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010782,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410625,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810192,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110757,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110688,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810427,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2029010083,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010512,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035210088,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035210195,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110442,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410405,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2029010134,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810431,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210818,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810350,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910256,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810483,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110423,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810210,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210792,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810339,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010359,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810239,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110694,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010459,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210548,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010461,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010157,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810127,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010687,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910167,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810197,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410520,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035210073,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010620,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110720,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810328,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010525,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010677,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810069,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010293,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810590,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010141,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2026810339,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010210,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810480,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810376,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810165,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810228,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210393,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110395,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010013,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110885,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810320,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035510004,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2014010396,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810260,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410506,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410396,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010477,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010108,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810388,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010249,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1931710331,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810419,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210827,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2016810173,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010272,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035410360,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910156,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010117,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210960,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035210200,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1935010082,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116110640,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810199,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901910148,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
1901810132,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2035510041,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
2116210936,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
S1935010417,5663,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100002554,773207
